interveningOpponents,interveningTeammates,minute,second,label,angle,distance,bodyPart_سایر,bodyPart_سر,bodyPart_پا,playType_جریان بازی,playType_ضربه آزاد مستقیم,playType_مستقیم از کرنر,playType_پنالتی,interferenceOnShooter_زیاد,interferenceOnShooter_متوسط,interferenceOnShooter_کم
2,0,15,48,0,22.47481036363094,18.319500539043087,0,0,1,1,0,0,0,0,1,0
2,0,75,25,0,39.79677143461495,9.257996543529275,0,0,1,1,0,0,0,1,0,0
1,0,79,33,0,32.061447222959785,12.72982325093322,0,0,1,1,0,0,0,0,1,0
2,0,91,47,0,35.50764382674964,9.628109887200084,0,0,1,1,0,0,0,0,0,1
1,0,64,43,0,22.7247480326922,18.21171600920682,0,0,1,1,0,0,0,0,1,0
1,0,85,41,0,14.318785705324752,19.44691492242407,0,0,1,1,0,0,0,0,0,1
5,1,77,8,0,13.856539854149517,23.37441336162258,0,0,1,1,0,0,0,0,0,1
3,0,32,21,0,16.349284071534164,25.45964650186644,0,0,1,1,0,0,0,0,1,0
1,0,75,2,0,16.021616198928704,22.28140255908501,0,0,1,1,0,0,0,0,1,0
1,0,57,17,0,14.326691528783256,18.302458851203575,0,0,1,1,0,0,0,1,0,0
3,0,78,4,0,15.214439628294972,27.293817981367134,0,0,1,1,0,0,0,0,1,0
3,1,15,38,0,15.753214358508522,25.320080963535645,0,0,1,1,0,0,0,0,0,1
3,0,79,17,0,16.65783780007747,24.724506061800305,0,0,1,1,0,0,0,0,1,0
1,0,65,33,0,22.2934210593584,14.310443738752479,0,0,1,1,0,0,0,0,0,1
1,0,47,28,1,33.55981192725209,9.934309236177421,0,0,1,1,0,0,0,0,0,1
2,0,58,55,0,18.28526809355563,20.41560677520999,0,0,1,1,0,0,0,0,1,0
3,0,41,5,0,29.353507514106816,13.972236757226812,0,1,0,1,0,0,0,0,0,1
3,0,13,36,0,17.441594456117773,23.530750094291513,0,0,1,1,0,0,0,0,1,0
1,0,59,52,1,36.90123249850194,10.97,0,0,1,0,0,0,1,0,0,1
3,0,72,32,0,25.983098397836706,15.5512603990802,0,0,1,1,0,0,0,0,1,0
3,1,85,38,0,45.4626642295505,8.733578876955312,0,1,0,1,0,0,0,1,0,0
3,0,26,56,0,15.185383317749398,19.233546214881954,0,0,1,1,0,0,0,0,1,0
1,0,71,10,1,72.16157487274252,5.014987537372352,0,0,1,1,0,0,0,0,0,1
1,0,38,5,0,44.91529243516011,8.039931591748775,0,1,0,1,0,0,0,0,1,0
3,0,32,55,0,9.077106664161283,30.075672893553023,0,0,1,0,1,0,0,0,0,1
3,0,39,5,0,14.399669458945,27.949513412580192,0,0,1,1,0,0,0,0,1,0
3,0,26,30,0,15.10242154390698,27.521309925219768,0,0,1,1,0,0,0,0,1,0
2,1,46,41,0,14.759556050947396,28.219893692216488,0,0,1,1,0,0,0,0,0,1
7,3,37,50,0,13.771252832128656,26.570604057868163,0,0,1,0,1,0,0,0,0,1
3,0,70,31,0,15.4995526737507,17.21508931141515,0,0,1,1,0,0,0,0,1,0
4,2,63,51,0,15.134915954384564,26.994166036386453,0,0,1,1,0,0,0,1,0,0
3,0,53,29,0,14.20011998867583,18.964835881177564,0,0,1,1,0,0,0,0,0,1
2,0,91,42,0,42.166563984987846,8.93940713917875,0,1,0,1,0,0,0,0,1,0
4,2,85,7,0,15.332536501043293,25.01687430515651,0,0,1,1,0,0,0,0,0,1
3,0,8,59,0,13.518971067909922,27.660386837497413,0,0,1,1,0,0,0,0,1,0
1,0,84,55,0,48.71816388425845,8.042412573351358,0,0,1,1,0,0,0,1,0,0
4,3,19,13,0,22.199555346124306,16.515810606809467,0,0,1,1,0,0,0,0,0,1
3,0,2,16,0,13.097361642380692,24.21416321081528,0,0,1,1,0,0,0,0,1,0
6,2,4,51,0,15.574593546646668,26.722133148384692,0,0,1,1,0,0,0,0,0,1
2,0,48,56,0,17.034083108435077,17.812897013119457,0,0,1,1,0,0,0,0,1,0
3,0,29,24,0,17.963084834920934,21.9263061184505,0,0,1,1,0,0,0,0,1,0
5,2,36,19,0,13.056285128428938,29.916605756669654,0,0,1,0,1,0,0,0,0,1
3,0,56,41,0,20.95207482709188,13.778454194865256,0,0,1,1,0,0,0,0,1,0
2,1,13,8,0,22.114687072969662,18.71503406355436,0,0,1,1,0,0,0,0,1,0
4,0,8,7,1,21.490257997077016,17.074381394358042,0,0,1,1,0,0,0,0,1,0
2,0,33,47,1,11.456448185302003,21.951423644037305,0,0,1,1,0,0,0,0,1,0
1,0,73,20,0,15.544840429901697,16.414667221725818,0,0,1,1,0,0,0,0,0,1
2,0,92,36,0,16.49869220589863,24.97165793454652,0,0,1,1,0,0,0,0,1,0
2,0,86,51,0,22.40392053430297,16.306097019213396,0,0,1,1,0,0,0,0,0,1
3,0,25,34,0,19.838065545408128,12.245235808264372,0,1,0,1,0,0,0,0,1,0
2,0,62,35,0,21.291970234178173,12.778137579475343,0,0,1,1,0,0,0,0,1,0
2,0,39,10,0,10.495284753882213,17.293842834951406,0,0,1,1,0,0,0,1,0,0
2,0,86,19,0,28.66825973405977,14.274834499916278,0,0,1,1,0,0,0,1,0,0
2,0,15,15,0,53.00241211782494,7.2988286731502345,0,0,1,1,0,0,0,0,1,0
3,0,94,8,0,19.425744925816176,19.908613713666753,0,0,1,1,0,0,0,0,1,0
2,0,71,50,0,15.324835079298055,24.889535953890345,0,0,1,1,0,0,0,0,1,0
2,0,34,20,0,17.010832582409197,17.99227056266107,0,0,1,1,0,0,0,0,1,0
4,0,54,12,0,11.097502072608462,32.63501187375301,0,0,1,1,0,0,0,0,0,1
3,0,28,41,0,13.895175966069514,26.449470694136775,0,0,1,1,0,0,0,0,1,0
3,0,92,49,0,20.33757975192643,17.290517632505974,0,0,1,1,0,0,0,0,1,0
2,0,13,4,0,21.853372187375435,18.833682592631746,0,0,1,1,0,0,0,0,0,1
1,0,64,48,0,24.086783060965384,8.151564267059422,0,1,0,1,0,0,0,0,1,0
1,0,30,33,0,19.421714085455463,14.498665455827306,1,0,0,1,0,0,0,0,1,0
3,0,27,7,0,22.83405452189993,18.045057495059417,0,0,1,1,0,0,0,0,0,1
2,1,59,58,0,33.2910592858159,11.528052741031333,0,1,0,1,0,0,0,1,0,0
1,0,76,51,0,16.013063410480665,15.570446364828467,0,0,1,1,0,0,0,0,1,0
2,0,91,12,0,32.06848092510376,7.360061141050393,0,1,0,1,0,0,0,0,1,0
4,0,26,43,0,11.703845456058254,12.064348303990565,0,0,1,1,0,0,0,1,0,0
1,0,21,55,0,34.39259501327174,10.71309945814002,0,0,1,1,0,0,0,0,1,0
1,0,88,10,0,36.07396704229103,10.05549600964567,0,0,1,1,0,0,0,0,0,1
3,1,14,46,0,17.03615555950129,23.1894997789948,0,0,1,1,0,0,0,0,1,0
3,0,81,0,0,13.961118638116373,25.540769369774278,0,0,1,1,0,0,0,0,1,0
2,0,24,7,0,25.9931745589932,13.484761770235322,0,0,1,1,0,0,0,0,1,0
3,0,79,24,0,44.079195420336134,8.362894235849215,0,1,0,1,0,0,0,1,0,0
1,0,53,22,0,7.596904787099464,38.61874285887618,0,0,1,1,0,0,0,0,0,1
1,0,11,7,0,25.720640506804845,13.419903129307604,0,0,1,1,0,0,0,0,1,0
2,0,72,49,1,11.746735987029522,19.98912204175061,0,0,1,1,0,0,0,0,1,0
7,2,24,58,0,14.506361684714825,28.71919915317974,0,0,1,0,1,0,0,0,0,1
2,0,61,55,0,48.86621880522432,7.925616695248389,0,0,1,1,0,0,0,0,1,0
2,0,92,33,0,34.43173511442392,11.07386563039303,0,0,1,1,0,0,0,1,0,0
2,0,16,59,0,14.870410243382418,25.54788640964258,0,0,1,1,0,0,0,0,1,0
1,0,88,28,0,21.200938108580225,15.620540963743862,0,0,1,1,0,0,0,0,0,1
3,0,45,8,0,17.08315466163813,24.15825324811378,0,0,1,1,0,0,0,0,1,0
1,0,68,14,0,20.836807420708254,14.817938453104738,0,0,1,1,0,0,0,0,1,0
1,0,90,18,1,103.69643846962076,2.9167790454540774,0,0,1,1,0,0,0,0,1,0
3,0,56,47,0,13.751186679483226,29.517161110106777,0,0,1,1,0,0,0,0,1,0
3,0,37,31,0,25.031337483669855,14.039633186091438,0,0,1,1,0,0,0,1,0,0
1,0,23,13,0,40.45417638940763,9.844942864232378,0,1,0,1,0,0,0,0,0,1
3,1,28,48,0,23.07836207873172,17.822572766017817,0,0,1,1,0,0,0,0,1,0
2,0,27,33,0,13.764789581790641,27.678457326953755,0,0,1,1,0,0,0,0,1,0
1,0,26,25,0,116.01642172136668,2.5,0,0,1,1,0,0,0,0,1,0
2,0,45,9,0,50.98652426310195,7.501526511317547,0,0,1,1,0,0,0,1,0,0
3,0,65,34,0,23.285509866619286,13.053191180703667,0,1,0,1,0,0,0,1,0,0
4,0,44,39,0,10.691248833169789,28.39529010240959,0,0,1,1,0,0,0,0,0,1
1,0,33,15,0,40.612092203222296,9.146201397301505,0,0,1,1,0,0,0,0,0,1
0,0,42,54,1,89.26427496515319,3.6824041060155257,0,0,1,1,0,0,0,0,0,1
3,1,69,25,0,14.043965227009286,27.793596384778997,0,0,1,1,0,0,0,0,0,1
1,0,14,9,0,12.115013564606437,18.348692051478764,0,0,1,1,0,0,0,0,0,1
3,1,15,14,0,14.304625007968475,27.533189063383126,0,0,1,1,0,0,0,0,0,1
1,0,29,0,0,16.097771284138062,16.51889221467348,0,0,1,1,0,0,0,1,0,0
1,1,75,23,0,50.70658170905978,7.628918665184471,0,1,0,1,0,0,0,0,1,0
4,0,55,30,0,58.421075017067324,6.523258388259659,0,0,1,1,0,0,0,1,0,0
3,2,39,17,0,12.42964889678321,30.945004443366944,0,0,1,1,0,0,0,0,1,0
2,0,60,27,0,6.731813960282001,15.663068026411684,0,0,1,1,0,0,0,0,1,0
2,0,46,40,0,42.86457580127369,9.28401314087825,0,0,1,1,0,0,0,0,1,0
1,0,91,10,1,53.02759632277948,6.175572847922694,0,0,1,1,0,0,0,0,1,0
2,0,38,48,0,13.33051132251144,17.50012857095627,0,0,1,1,0,0,0,1,0,0
2,0,37,4,0,37.52517703636447,7.958498602123393,0,1,0,1,0,0,0,1,0,0
4,1,79,25,0,10.893621959340612,35.707384390347045,0,0,1,1,0,0,0,0,0,1
2,1,57,20,0,44.2485576343635,8.674128198268688,0,1,0,1,0,0,0,0,0,1
4,1,26,47,0,14.018828328267691,26.330153816489567,0,0,1,0,1,0,0,0,0,1
1,0,37,12,1,36.90123249850194,10.97,0,0,1,0,0,0,1,0,0,1
2,0,63,35,1,25.26283571588557,13.831623187464297,0,1,0,1,0,0,0,0,0,1
2,0,32,49,0,17.176865972892287,23.467343266761155,0,0,1,1,0,0,0,0,1,0
3,0,3,16,0,14.55191337099185,26.770814332029577,0,0,1,1,0,0,0,0,1,0
1,0,24,31,1,100.87669117155804,3.031517771678075,0,1,0,1,0,0,0,1,0,0
3,0,59,24,0,15.782333098296098,24.778801423797724,0,0,1,1,0,0,0,0,1,0
2,0,16,17,0,21.83281679750094,7.966052974968219,0,0,1,1,0,0,0,0,0,1
3,1,29,38,0,13.543805419942602,26.229771253291556,0,0,1,1,0,0,0,0,1,0
2,0,24,16,0,36.88091417044269,10.86190130686152,0,1,0,1,0,0,0,1,0,0
1,0,87,44,0,28.324181104982685,11.922386506064967,0,1,0,1,0,0,0,0,0,1
4,1,2,18,0,14.64698031660145,28.08291295432153,0,0,1,1,0,0,0,0,1,0
4,2,14,13,0,16.29915106867804,25.500119607562628,0,0,1,1,0,0,0,0,1,0
1,0,40,42,0,28.331838498742528,12.74093010733518,0,0,1,1,0,0,0,0,1,0
1,0,45,51,1,47.09814036960088,8.226809831277249,0,0,1,1,0,0,0,1,0,0
2,0,82,56,1,16.37929851529367,17.649413587992097,0,0,1,1,0,0,0,0,0,1
5,2,29,51,0,20.629426993883058,16.88287001667667,0,0,1,1,0,0,0,0,0,1
4,0,13,48,0,16.161817556945888,20.40882162203394,0,0,1,1,0,0,0,0,1,0
3,1,24,22,0,16.671509465435058,24.960040064070412,0,0,1,1,0,0,0,0,0,1
2,0,15,56,0,21.121662917605995,16.81810928731289,0,0,1,1,0,0,0,0,0,1
5,0,31,45,0,12.586860074097924,33.178477963884966,0,0,1,1,0,0,0,0,1,0
3,0,35,21,0,27.542111006484152,13.854187092716773,0,1,0,1,0,0,0,0,1,0
2,0,88,37,0,44.604862957492514,8.521766248847712,0,0,1,1,0,0,0,0,1,0
2,0,0,36,0,10.375516297421065,21.724718640295436,0,0,1,1,0,0,0,0,1,0
2,0,52,56,0,16.671509465435058,24.960040064070412,0,0,1,1,0,0,0,0,0,1
7,4,57,31,0,18.292238001014287,22.71202544908754,0,0,1,1,0,0,0,0,0,1
7,3,84,25,0,15.240458775547712,24.00543480131114,0,0,1,0,1,0,0,0,0,1
1,0,92,50,1,98.97183348339254,3.1527924130839953,0,0,1,1,0,0,0,0,0,1
3,0,24,59,0,14.150411617759774,23.89243394884665,0,0,1,1,0,0,0,0,1,0
1,0,94,38,0,14.120415936332328,16.129128928742556,0,0,1,1,0,0,0,0,0,1
3,1,46,7,0,14.530787740303218,27.819872393668522,0,0,1,1,0,0,0,0,1,0
3,0,59,28,0,12.74634606532947,13.526215287359582,0,0,1,1,0,0,0,0,1,0
7,4,22,38,1,17.207041576066963,23.19769169551143,0,0,1,0,1,0,0,0,0,1
2,0,65,54,1,39.55283093723784,10.092095917102652,0,0,1,1,0,0,0,0,1,0
2,0,81,14,0,17.018756544583265,21.04524886999439,0,0,1,1,0,0,0,0,1,0
2,0,44,40,0,11.954202700911104,17.754562793828523,0,0,1,1,0,0,0,0,1,0
1,0,37,10,0,24.217663126889306,13.259460773349723,0,0,1,1,0,0,0,0,0,1
3,2,47,0,0,12.64297924455393,32.85588227395515,0,0,1,1,0,0,0,0,0,1
1,0,77,47,1,23.88422855862532,11.528803060161971,0,0,1,1,0,0,0,0,1,0
3,0,47,6,0,11.74522783250744,25.748089249495777,0,0,1,1,0,0,0,0,0,1
2,0,34,11,0,16.31469776307315,23.58141005113986,0,0,1,1,0,0,0,0,1,0
5,1,78,25,0,14.012557234268835,29.607811469272768,0,0,1,1,0,0,0,0,0,1
3,1,21,24,0,26.131025689432743,14.642011473837876,0,0,1,1,0,0,0,0,0,1
1,0,64,45,0,45.524878677899466,7.743900825811241,0,1,0,1,0,0,0,0,0,1
2,0,28,9,0,20.395267446915383,15.936790768533044,0,0,1,1,0,0,0,0,1,0
4,0,49,35,0,11.607823365200213,27.405320651289596,0,0,1,1,0,0,0,0,0,1
2,0,56,52,0,13.228173492485645,19.250259738507427,0,0,1,1,0,0,0,0,1,0
1,0,69,28,0,10.637189287501466,38.35907324219395,0,0,1,1,0,0,0,0,1,0
1,0,82,11,0,8.552886453507874,13.979574385509741,0,0,1,1,0,0,0,1,0,0
5,0,75,36,0,20.7636102689422,19.474665594048076,0,0,1,1,0,0,0,0,0,1
1,0,12,37,0,9.694564777736087,29.646753616542906,0,0,1,1,0,0,0,0,1,0
1,0,28,52,0,17.456628571402057,13.693476549072555,0,0,1,1,0,0,0,0,0,1
2,0,48,43,1,14.335047024045705,14.849033638590763,0,0,1,1,0,0,0,0,0,1
1,0,47,6,0,23.467398590159505,17.17976134874987,0,0,1,1,0,0,0,0,0,1
2,0,91,50,0,42.19745863930839,9.483295840582008,0,1,0,1,0,0,0,0,0,1
2,0,48,8,0,53.66882423489845,7.139355713227911,0,1,0,1,0,0,0,1,0,0
1,0,71,5,0,32.258293099513814,12.337787483985936,0,1,0,1,0,0,0,0,0,1
1,0,84,48,0,11.692887042582713,15.300277775256239,0,0,1,1,0,0,0,0,0,1
3,0,12,15,0,9.634016227192143,19.744796782950186,0,0,1,1,0,0,0,0,1,0
2,0,84,55,0,63.76254383507534,5.762169730231833,0,1,0,1,0,0,0,0,1,0
4,1,61,10,0,10.710413585675365,29.69606202849125,0,0,1,0,1,0,0,0,0,1
4,1,64,8,0,13.91304755187698,15.067889699622839,0,1,0,1,0,0,0,1,0,0
2,0,46,28,0,34.482079958713996,10.943514060849012,0,1,0,1,0,0,0,1,0,0
1,0,17,17,0,70.27824395408827,5.017738534439594,0,1,0,1,0,0,0,0,0,1
2,0,14,16,0,38.961330056435834,9.375126665810974,0,0,1,1,0,0,0,1,0,0
2,0,74,47,0,9.770656127884639,42.61147263355257,0,0,1,1,0,0,0,0,1,0
2,0,9,14,0,16.22009684621075,16.826743594647183,0,0,1,1,0,0,0,0,1,0
2,1,89,57,0,14.654058210111616,20.449528111914955,0,0,1,1,0,0,0,0,1,0
7,3,3,55,0,15.425742916158578,25.334887013760294,0,0,1,0,1,0,0,0,0,1
2,1,88,54,0,38.34174336366351,9.705179029775804,0,1,0,1,0,0,0,0,1,0
2,1,23,12,0,42.64060552661896,8.299427691112202,0,1,0,1,0,0,0,0,1,0
3,0,89,29,0,29.66446142895832,10.768161402950831,0,1,0,1,0,0,0,1,0,0
6,2,45,7,0,14.857156595755654,28.00151603038664,0,0,1,0,1,0,0,0,0,1
2,0,51,0,1,49.73923877942061,7.830415059241751,0,1,0,1,0,0,0,1,0,0
2,0,91,35,0,9.021127829604719,14.048523054043796,0,0,1,1,0,0,0,1,0,0
1,0,50,23,0,29.45388180671717,13.107097314050888,0,0,1,1,0,0,0,0,0,1
3,0,2,35,0,26.10232477372213,14.777635128801903,0,0,1,1,0,0,0,0,1,0
2,0,7,47,1,85.86478563166318,3.904177250074592,0,0,1,1,0,0,0,0,0,1
1,0,75,1,1,85.50020984338461,3.9433615101839194,0,0,1,1,0,0,0,0,1,0
2,0,89,40,0,16.857362706355136,24.695062259488232,0,0,1,1,0,0,0,0,1,0
3,0,51,24,0,14.85514672116796,24.88294395765903,0,0,1,1,0,0,0,0,0,1
3,0,40,58,0,18.38618808628469,17.917848643182584,0,1,0,1,0,0,0,0,0,1
2,0,82,0,1,26.37609484937064,12.822082514162823,0,0,1,1,0,0,0,0,0,1
1,0,55,53,0,26.98446992486648,14.875204200279068,0,0,1,1,0,0,0,0,1,0
3,1,35,19,0,14.912944757767214,19.934124008844734,0,0,1,1,0,0,0,0,1,0
4,1,20,27,0,13.829659345395305,14.612111414850355,0,1,0,1,0,0,0,0,0,1
3,0,63,58,0,14.157444650123162,28.95522405370057,0,0,1,1,0,0,0,0,0,1
2,0,27,31,0,11.767014471127021,28.932251899912668,0,0,1,1,0,0,0,0,1,0
6,2,31,31,0,15.24875998056624,27.01481075262235,0,0,1,1,0,0,0,0,0,1
6,2,85,55,0,15.596792154037786,22.0081802973349,0,0,1,1,0,0,0,0,0,1
4,1,9,36,0,21.83281679750094,7.966052974968219,0,1,0,1,0,0,0,1,0,0
3,1,33,5,0,36.7831636384799,10.424034727493957,0,1,0,1,0,0,0,0,1,0
2,0,55,32,0,12.849317910411484,26.18600007637669,0,0,1,1,0,0,0,0,0,1
3,0,62,45,0,18.09691576766969,22.96178564484914,0,0,1,1,0,0,0,0,1,0
1,0,57,58,0,51.498833562667855,7.546548880117322,0,0,1,1,0,0,0,0,1,0
7,2,64,25,0,15.231311893585206,24.42904828273095,0,0,1,0,1,0,0,0,0,1
2,1,27,21,1,100.08570698573152,3.08262874832504,0,1,0,1,0,0,0,1,0,0
6,0,86,21,0,17.429294240086104,23.6628654224293,0,0,1,1,0,0,0,0,0,1
3,0,56,2,0,26.693174340832655,14.599263680062773,0,0,1,1,0,0,0,0,0,1
1,0,57,38,0,25.387426415953886,12.935737319534592,0,0,1,1,0,0,0,0,0,1
1,0,69,43,1,65.66142134246029,5.4697074876084555,0,0,1,1,0,0,0,0,1,0
3,0,9,28,0,41.141001019014745,9.742838395457456,0,0,1,1,0,0,0,0,0,1
0,0,78,23,1,47.72897415220592,6.703372285648471,0,0,1,1,0,0,0,0,0,1
2,0,3,24,0,28.65976098258741,13.43134393871291,0,0,1,1,0,0,0,0,0,1
1,0,52,11,1,36.90123249850194,10.97,0,0,1,0,0,0,1,0,0,1
2,0,52,52,0,49.07841556062946,6.7126894759105316,0,1,0,1,0,0,0,0,1,0
4,1,26,15,0,14.411195453570096,28.93972010922013,0,0,1,1,0,0,0,0,0,1
3,1,52,38,0,14.630740266826178,26.82776546788793,0,0,1,1,0,0,0,0,0,1
3,1,65,58,0,45.6586514723327,8.288124033820923,0,0,1,1,0,0,0,0,1,0
2,4,82,37,0,16.283644272610097,22.23799451389446,0,0,1,1,0,0,0,1,0,0
2,0,12,49,0,23.445903081277848,16.17643347589326,0,0,1,1,0,0,0,0,0,1
3,0,29,9,0,18.41911581695868,18.35006811976457,0,0,1,1,0,0,0,0,1,0
1,0,82,8,0,19.44235267358302,21.162291936366437,0,0,1,1,0,0,0,0,1,0
2,0,63,52,0,12.92217914901643,24.37966775819556,0,0,1,1,0,0,0,0,1,0
1,0,32,5,0,22.83405452189993,18.045057495059417,0,0,1,1,0,0,0,0,1,0
4,2,7,59,0,14.326691528783256,18.302458851203575,0,1,0,1,0,0,0,0,1,0
5,1,45,52,1,17.134556353547964,22.601170323680144,0,0,1,1,0,0,0,0,1,0
5,0,58,58,0,25.826052492045637,15.96195789995701,0,0,1,1,0,0,0,1,0,0
4,0,87,4,0,19.96497011641875,19.501910162853278,0,0,1,1,0,0,0,1,0,0
5,0,26,46,0,34.43173511442392,11.07386563039303,0,0,1,1,0,0,0,0,1,0
1,1,27,14,0,41.12276995220897,8.724133194764969,0,1,0,1,0,0,0,0,1,0
2,0,63,44,0,37.3671795756857,8.12528153358393,0,1,0,1,0,0,0,0,1,0
2,0,32,8,0,14.53646051205808,23.86484653208564,0,0,1,1,0,0,0,0,1,0
2,0,29,6,0,14.61062595117218,22.75351621178582,0,0,1,1,0,0,0,0,1,0
3,0,69,21,1,44.787313675169294,8.819036228522933,0,0,1,1,0,0,0,0,0,1
2,0,64,59,0,7.552830384956497,27.008091380177166,0,0,1,1,0,0,0,0,1,0
1,0,8,19,1,69.35612759644957,5.144667141808108,1,0,0,1,0,0,0,0,1,0
2,0,87,13,0,42.94904573011649,8.381557134566346,0,1,0,1,0,0,0,1,0,0
2,0,1,42,0,24.274994472891674,15.626861489115464,0,0,1,1,0,0,0,1,0,0
3,1,44,48,0,12.903072294269071,31.896026398283535,0,0,1,1,0,0,0,0,0,1
1,0,5,19,0,42.13040646127844,8.598139333600033,0,1,0,1,0,0,0,0,0,1
4,1,53,40,0,18.24985452223033,22.739527259817873,0,0,1,1,0,0,0,1,0,0
3,0,89,1,0,3.964701763530889,14.07918321494539,0,0,1,1,0,0,0,1,0,0
2,0,49,15,0,19.172617856196236,13.071679310631822,0,0,1,1,0,0,0,0,1,0
3,0,91,50,0,12.418210287691938,26.64271194904903,0,0,1,1,0,0,0,0,0,1
2,0,36,1,0,12.54560444532152,16.855770525253362,0,0,1,1,0,0,0,0,0,1
2,0,59,48,0,42.64060552661896,8.299427691112202,0,0,1,1,0,0,0,1,0,0
3,1,49,26,0,34.49952712921961,11.643062311952127,0,1,0,1,0,0,0,0,0,1
2,0,84,4,0,42.89776775890289,8.844800732633834,0,0,1,1,0,0,0,0,1,0
2,0,25,20,0,15.275119803748238,17.723622654525233,0,0,1,1,0,0,0,0,1,0
3,1,51,46,0,21.51326825980706,19.11289093779379,0,0,1,1,0,0,0,0,1,0
4,0,7,20,0,25.837289250432576,12.366317155887602,0,1,0,1,0,0,0,1,0,0
2,0,41,8,0,32.400161168544116,12.423606561703409,0,1,0,1,0,0,0,0,1,0
2,0,43,13,1,32.514143210616474,10.794466174850891,0,0,1,1,0,0,0,0,0,1
1,0,74,36,1,87.58522517823481,3.8144593325922354,0,0,1,1,0,0,0,0,1,0
6,2,30,3,0,14.390325037454675,28.46445151412547,0,0,1,0,1,0,0,0,0,1
3,1,88,39,0,14.654058210111616,20.449528111914955,0,0,1,1,0,0,0,0,1,0
1,0,32,46,0,15.663342428765842,13.277650394554001,0,0,1,1,0,0,0,0,1,0
7,3,54,34,0,14.011945377725858,28.472140769531187,0,0,1,0,1,0,0,0,0,1
2,0,55,11,0,50.70658170905978,7.628918665184471,0,1,0,1,0,0,0,0,1,0
2,0,43,32,0,15.025990116857757,21.814673960433147,0,0,1,1,0,0,0,0,1,0
2,0,85,12,0,18.319223506114565,18.551078135784994,0,0,1,1,0,0,0,0,1,0
6,2,36,34,0,13.33781891554537,25.086781379842254,0,0,1,0,1,0,0,0,0,1
3,0,81,19,0,30.609977740651242,12.9491698575623,0,0,1,1,0,0,0,1,0,0
2,0,65,0,0,22.862529181273796,15.018032494304972,0,0,1,1,0,0,0,0,1,0
1,0,61,27,1,96.37073546460326,3.278353245152206,0,1,0,1,0,0,0,0,0,1
3,0,40,40,0,16.036199822310575,21.25288215748631,0,0,1,1,0,0,0,0,0,1
3,1,65,23,0,12.723942665042964,29.22882994579154,0,0,1,1,0,0,0,0,1,0
2,0,17,42,0,11.222772786086939,16.17643347589326,0,0,1,1,0,0,0,0,1,0
3,0,94,29,0,14.967009601827641,15.22830588082601,0,0,1,1,0,0,0,0,1,0
4,0,66,10,0,17.077696436373955,23.91445587923756,0,0,1,1,0,0,0,0,1,0
1,0,90,16,0,45.229967939364826,8.658689277252073,0,0,1,1,0,0,0,0,0,1
2,0,37,23,0,17.446203704534472,14.321009042661764,0,0,1,1,0,0,0,0,0,1
2,1,39,46,0,29.316687113823725,13.865006310853234,0,0,1,1,0,0,0,0,0,1
4,1,20,45,0,28.645150938118146,11.121299384514383,0,0,1,1,0,0,0,1,0,0
1,0,60,27,0,19.028150385502748,11.854661530385421,0,0,1,1,0,0,0,0,0,1
2,0,86,34,0,9.589146352760043,30.17105400876807,0,0,1,1,0,0,0,0,0,1
2,0,82,27,0,30.406696324849545,12.383295199582381,0,1,0,1,0,0,0,0,1,0
2,1,30,40,0,35.1848143585773,11.39685921646837,0,0,1,1,0,0,0,0,1,0
2,1,40,23,0,34.24343016875175,10.61369398465963,0,0,1,1,0,0,0,0,1,0
3,0,8,31,0,39.42494000858492,9.067552040104319,0,1,0,1,0,0,0,0,1,0
0,0,34,24,1,57.416123000537134,6.251415839631852,0,1,0,1,0,0,0,0,0,1
5,1,19,42,0,15.105528985529892,26.26283495740702,0,0,1,0,1,0,0,0,0,1
0,0,54,30,0,88.52884479493116,3.736000535331868,0,1,0,1,0,0,0,0,1,0
4,1,47,38,0,15.117040645358513,23.822907043431957,0,0,1,1,0,0,0,0,1,0
2,0,13,43,1,19.72686067752538,20.3849846700948,0,0,1,1,0,0,0,1,0,0
2,0,82,6,0,35.43252096054438,10.892221995534245,0,0,1,1,0,0,0,0,0,1
6,2,20,3,0,29.653561514319996,13.776824743024061,0,1,0,1,0,0,0,0,1,0
3,1,40,27,0,16.157062445604126,23.431611126851692,0,0,1,1,0,0,0,0,0,1
3,0,32,33,0,16.021616198928704,22.28140255908501,0,0,1,1,0,0,0,0,1,0
1,0,72,14,0,13.53985375266128,30.751691010414373,0,0,1,1,0,0,0,0,1,0
3,1,43,3,1,64.45955415761149,5.474961187077037,1,0,0,1,0,0,0,1,0,0
2,0,39,7,0,39.2958339382071,10.132270229321758,0,1,0,1,0,0,0,0,1,0
4,0,63,43,0,30.365070271656542,13.479276686825596,0,1,0,1,0,0,0,1,0,0
1,0,2,32,0,6.843186654869682,36.5652143436901,0,0,1,1,0,0,0,0,0,1
2,1,53,23,1,45.936295868846166,8.5716334499324,0,1,0,1,0,0,0,1,0,0
2,0,78,28,1,23.57364230998598,16.641640544129057,0,0,1,1,0,0,0,0,1,0
2,0,25,16,0,11.907889636816082,17.293842834951402,0,0,1,1,0,0,0,0,0,1
1,0,93,27,0,39.76130411758801,9.49739437951273,0,0,1,1,0,0,0,0,0,1
1,0,52,57,0,10.471437148822815,13.092784272262337,0,0,1,1,0,0,0,0,1,0
1,0,37,43,1,67.00027475124622,5.375881323094847,0,1,0,1,0,0,0,0,0,1
